detailref;entryref;linenumber;linenumbercounter;accmainid;accmainiddesc;accsubid;accsubdesc;amount;debitcreditcode;postingdate;documenttype;doctypedesc;documentnumber;documentreference;entrynumbercounter;documentdate;paymentmethod;detailcomment;erpno;divisionno;enteredby;entereddate;entrynumber;entrycomment
914052;345061;1392;521;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000020;00000000000000000000000000000683;521;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000683;00000000000000000000000000000683 numaralý iþlem
914053;345062;1393;522;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000021;00000000000000000000000000000684;522;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000684;00000000000000000000000000000684 numaralý iþlem
914054;345062;1394;522;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000021;00000000000000000000000000000684;522;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000684;00000000000000000000000000000684 numaralý iþlem
914055;345063;1395;523;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000022;00000000000000000000000000000685;523;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000685;00000000000000000000000000000685 numaralý iþlem
914056;345063;1396;523;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000022;00000000000000000000000000000685;523;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000685;00000000000000000000000000000685 numaralý iþlem
914057;345064;1397;524;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000023;00000000000000000000000000000686;524;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000686;00000000000000000000000000000686 numaralý iþlem
914058;345064;1398;524;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000023;00000000000000000000000000000686;524;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000686;00000000000000000000000000000686 numaralý iþlem
914059;345065;1399;525;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000024;00000000000000000000000000000687;525;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000687;00000000000000000000000000000687 numaralý iþlem
914060;345065;1400;525;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000024;00000000000000000000000000000687;525;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000687;00000000000000000000000000000687 numaralý iþlem
914061;345066;1401;526;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000025;00000000000000000000000000000688;526;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000688;00000000000000000000000000000688 numaralý iþlem
914062;345066;1402;526;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000025;00000000000000000000000000000688;526;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000688;00000000000000000000000000000688 numaralý iþlem
914063;345067;1403;527;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000026;00000000000000000000000000000689;527;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000689;00000000000000000000000000000689 numaralý iþlem
914064;345067;1404;527;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000026;00000000000000000000000000000689;527;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000689;00000000000000000000000000000689 numaralý iþlem
914065;345068;1405;528;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000027;00000000000000000000000000000690;528;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000690;00000000000000000000000000000690 numaralý iþlem
914066;345068;1406;528;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000027;00000000000000000000000000000690;528;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000690;00000000000000000000000000000690 numaralý iþlem
914067;345069;1407;529;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000028;00000000000000000000000000000691;529;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000691;00000000000000000000000000000691 numaralý iþlem
914068;345069;1408;529;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000028;00000000000000000000000000000691;529;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000691;00000000000000000000000000000691 numaralý iþlem
914069;345070;1409;530;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000029;00000000000000000000000000000692;530;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000692;00000000000000000000000000000692 numaralý iþlem
914070;345070;1410;530;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000029;00000000000000000000000000000692;530;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000692;00000000000000000000000000000692 numaralý iþlem
914071;345071;1411;531;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000030;00000000000000000000000000000693;531;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000693;00000000000000000000000000000693 numaralý iþlem
914072;345071;1412;531;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000030;00000000000000000000000000000693;531;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000693;00000000000000000000000000000693 numaralý iþlem
914073;345072;1413;532;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000031;00000000000000000000000000000694;532;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000694;00000000000000000000000000000694 numaralý iþlem
914074;345072;1414;532;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000031;00000000000000000000000000000694;532;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000694;00000000000000000000000000000694 numaralý iþlem
914075;345073;1415;533;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000032;00000000000000000000000000000695;533;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000695;00000000000000000000000000000695 numaralý iþlem
914076;345073;1416;533;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000032;00000000000000000000000000000695;533;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000695;00000000000000000000000000000695 numaralý iþlem
914077;345074;1417;534;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000033;00000000000000000000000000000696;534;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000696;00000000000000000000000000000696 numaralý iþlem
914078;345074;1418;534;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000033;00000000000000000000000000000696;534;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000696;00000000000000000000000000000696 numaralý iþlem
914079;345075;1419;535;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000034;00000000000000000000000000000697;535;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000697;00000000000000000000000000000697 numaralý iþlem
914080;345075;1420;535;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000034;00000000000000000000000000000697;535;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000697;00000000000000000000000000000697 numaralý iþlem
914081;345076;1421;536;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000035;00000000000000000000000000000698;536;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000698;00000000000000000000000000000698 numaralý iþlem
914082;345076;1422;536;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000035;00000000000000000000000000000698;536;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000698;00000000000000000000000000000698 numaralý iþlem
914083;345077;1423;537;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000036;00000000000000000000000000000699;537;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000699;00000000000000000000000000000699 numaralý iþlem
914084;345077;1424;537;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000036;00000000000000000000000000000699;537;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000699;00000000000000000000000000000699 numaralý iþlem
914085;345078;1425;538;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000037;00000000000000000000000000000700;538;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000700;00000000000000000000000000000700 numaralý iþlem
914086;345078;1426;538;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000037;00000000000000000000000000000700;538;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000700;00000000000000000000000000000700 numaralý iþlem
914087;345079;1427;539;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000038;00000000000000000000000000000701;539;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000701;00000000000000000000000000000701 numaralý iþlem
914088;345079;1428;539;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000038;00000000000000000000000000000701;539;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000701;00000000000000000000000000000701 numaralý iþlem
914089;345080;1429;540;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000039;00000000000000000000000000000702;540;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000702;00000000000000000000000000000702 numaralý iþlem
914090;345080;1430;540;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000039;00000000000000000000000000000702;540;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000702;00000000000000000000000000000702 numaralý iþlem
914091;345081;1431;541;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000040;00000000000000000000000000000703;541;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000703;00000000000000000000000000000703 numaralý iþlem
914092;345081;1432;541;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000040;00000000000000000000000000000703;541;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000703;00000000000000000000000000000703 numaralý iþlem
914093;345082;1433;542;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000041;00000000000000000000000000000704;542;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000704;00000000000000000000000000000704 numaralý iþlem
914094;345082;1434;542;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000041;00000000000000000000000000000704;542;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000704;00000000000000000000000000000704 numaralý iþlem
914095;345083;1435;543;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000042;00000000000000000000000000000705;543;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000705;00000000000000000000000000000705 numaralý iþlem
914096;345083;1436;543;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000042;00000000000000000000000000000705;543;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000705;00000000000000000000000000000705 numaralý iþlem
914097;345084;1437;544;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000043;00000000000000000000000000000706;544;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000706;00000000000000000000000000000706 numaralý iþlem
914098;345084;1438;544;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000043;00000000000000000000000000000706;544;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000706;00000000000000000000000000000706 numaralý iþlem
914099;345085;1439;545;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000044;00000000000000000000000000000707;545;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000707;00000000000000000000000000000707 numaralý iþlem
914100;345085;1440;545;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000044;00000000000000000000000000000707;545;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000707;00000000000000000000000000000707 numaralý iþlem
914101;345086;1441;546;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000045;00000000000000000000000000000708;546;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000708;00000000000000000000000000000708 numaralý iþlem
914102;345086;1442;546;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000045;00000000000000000000000000000708;546;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000708;00000000000000000000000000000708 numaralý iþlem
914103;345087;1443;547;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000046;00000000000000000000000000000709;547;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000709;00000000000000000000000000000709 numaralý iþlem
914104;345087;1444;547;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000046;00000000000000000000000000000709;547;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000709;00000000000000000000000000000709 numaralý iþlem
914105;345088;1445;548;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000047;00000000000000000000000000000710;548;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000710;00000000000000000000000000000710 numaralý iþlem
914106;345088;1446;548;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000047;00000000000000000000000000000710;548;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000710;00000000000000000000000000000710 numaralý iþlem
914107;345089;1447;549;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000048;00000000000000000000000000000711;549;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000711;00000000000000000000000000000711 numaralý iþlem
914108;345089;1448;549;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000048;00000000000000000000000000000711;549;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000711;00000000000000000000000000000711 numaralý iþlem
914109;345090;1449;550;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-04;check;NULL;CEK000049;00000000000000000000000000000712;550;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000712;00000000000000000000000000000712 numaralý iþlem
914110;345090;1450;550;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-04;check;NULL;CEK000049;00000000000000000000000000000712;550;2013-01-04;Çek;;00101;0;H.A.;2013-01-04;00000000000000000000000000000712;00000000000000000000000000000712 numaralý iþlem
914111;345091;1451;551;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000000;00000000000000000000000000000713;551;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000713;00000000000000000000000000000713 numaralý iþlem
914112;345091;1452;551;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000000;00000000000000000000000000000713;551;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000713;00000000000000000000000000000713 numaralý iþlem
914113;345091;1453;551;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000000;00000000000000000000000000000713;551;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000713;00000000000000000000000000000713 numaralý iþlem
914114;345092;1454;552;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000001;00000000000000000000000000000714;552;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000714;00000000000000000000000000000714 numaralý iþlem
914115;345092;1455;552;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000001;00000000000000000000000000000714;552;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000714;00000000000000000000000000000714 numaralý iþlem
914116;345092;1456;552;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000001;00000000000000000000000000000714;552;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000714;00000000000000000000000000000714 numaralý iþlem
914117;345093;1457;553;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000002;00000000000000000000000000000715;553;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000715;00000000000000000000000000000715 numaralý iþlem
914118;345093;1458;553;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000002;00000000000000000000000000000715;553;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000715;00000000000000000000000000000715 numaralý iþlem
914119;345093;1459;553;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000002;00000000000000000000000000000715;553;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000715;00000000000000000000000000000715 numaralý iþlem
914120;345094;1460;554;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000003;00000000000000000000000000000716;554;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000716;00000000000000000000000000000716 numaralý iþlem
914121;345094;1461;554;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000003;00000000000000000000000000000716;554;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000716;00000000000000000000000000000716 numaralý iþlem
914122;345094;1462;554;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000003;00000000000000000000000000000716;554;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000716;00000000000000000000000000000716 numaralý iþlem
914123;345095;1463;555;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000004;00000000000000000000000000000717;555;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000717;00000000000000000000000000000717 numaralý iþlem
914124;345095;1464;555;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000004;00000000000000000000000000000717;555;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000717;00000000000000000000000000000717 numaralý iþlem
914125;345095;1465;555;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000004;00000000000000000000000000000717;555;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000717;00000000000000000000000000000717 numaralý iþlem
914126;345096;1466;556;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000005;00000000000000000000000000000718;556;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000718;00000000000000000000000000000718 numaralý iþlem
914127;345096;1467;556;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000005;00000000000000000000000000000718;556;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000718;00000000000000000000000000000718 numaralý iþlem
914128;345096;1468;556;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000005;00000000000000000000000000000718;556;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000718;00000000000000000000000000000718 numaralý iþlem
914129;345097;1469;557;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000006;00000000000000000000000000000719;557;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000719;00000000000000000000000000000719 numaralý iþlem
914130;345097;1470;557;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000006;00000000000000000000000000000719;557;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000719;00000000000000000000000000000719 numaralý iþlem
914131;345097;1471;557;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000006;00000000000000000000000000000719;557;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000719;00000000000000000000000000000719 numaralý iþlem
914132;345098;1472;558;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000007;00000000000000000000000000000720;558;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000720;00000000000000000000000000000720 numaralý iþlem
914133;345098;1473;558;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000007;00000000000000000000000000000720;558;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000720;00000000000000000000000000000720 numaralý iþlem
914134;345098;1474;558;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000007;00000000000000000000000000000720;558;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000720;00000000000000000000000000000720 numaralý iþlem
914135;345099;1475;559;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000008;00000000000000000000000000000721;559;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000721;00000000000000000000000000000721 numaralý iþlem
914136;345099;1476;559;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000008;00000000000000000000000000000721;559;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000721;00000000000000000000000000000721 numaralý iþlem
914137;345099;1477;559;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000008;00000000000000000000000000000721;559;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000721;00000000000000000000000000000721 numaralý iþlem
914138;345100;1478;560;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000009;00000000000000000000000000000722;560;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000722;00000000000000000000000000000722 numaralý iþlem
914139;345100;1479;560;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000009;00000000000000000000000000000722;560;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000722;00000000000000000000000000000722 numaralý iþlem
914140;345100;1480;560;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000009;00000000000000000000000000000722;560;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000722;00000000000000000000000000000722 numaralý iþlem
914141;345101;1481;561;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000010;00000000000000000000000000000723;561;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000723;00000000000000000000000000000723 numaralý iþlem
914142;345101;1482;561;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000010;00000000000000000000000000000723;561;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000723;00000000000000000000000000000723 numaralý iþlem
914143;345101;1483;561;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000010;00000000000000000000000000000723;561;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000723;00000000000000000000000000000723 numaralý iþlem
914144;345102;1484;562;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000011;00000000000000000000000000000724;562;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000724;00000000000000000000000000000724 numaralý iþlem
914145;345102;1485;562;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000011;00000000000000000000000000000724;562;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000724;00000000000000000000000000000724 numaralý iþlem
914146;345102;1486;562;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000011;00000000000000000000000000000724;562;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000724;00000000000000000000000000000724 numaralý iþlem
914147;345103;1487;563;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000012;00000000000000000000000000000725;563;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000725;00000000000000000000000000000725 numaralý iþlem
914148;345103;1488;563;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000012;00000000000000000000000000000725;563;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000725;00000000000000000000000000000725 numaralý iþlem
914149;345103;1489;563;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-04;invoice;NULL;000012;00000000000000000000000000000725;563;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000725;00000000000000000000000000000725 numaralý iþlem
914150;345104;1490;564;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-04;invoice;NULL;000013;00000000000000000000000000000726;564;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000726;00000000000000000000000000000726 numaralý iþlem
914151;345104;1491;564;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-04;invoice;NULL;000013;00000000000000000000000000000726;564;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000726;00000000000000000000000000000726 numaralý iþlem
